,Unnamed: 0,주차장명,도로명주소,완속충전기수,운영시간,"요금(유료=1, 무료=0)",전체충전기수,1시(이용량),3시,5시,7시,9시,11시,13시,15시,17시,19시,21시,23시,cell_xcrd,cell_ycrd
465,465,벨라팰리스 전기차충전소,경기 용인시 기흥구 죽현로 94,2,14,1,2,2,2,2,2,1,1,0,0,0,0,0,0,127.1206122,37.31927382
466,466,꽃메마을금강아파트 전기차충전소,경기 용인시 수지구 죽전로27번길 14-31,3,24,1,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,127.1145643,37.32252553
467,467,금화마을주공4단지3 전기차충전소,경기 용인시 기흥구 금화로58번길 10,2,24,1,2,0,0,0,0,0,1,1,,1,1,0,1,127.1095185,37.26216144
468,468,흥덕마을5단지호반베르디움 전기차충전소,경기 용인시 기흥구 흥덕1로79번길 37,6,24,1,4,2,2,2,2,2,2,2,,2,2,2,2,127.0705934,37.27797557
469,469,성산마을카운티스 전기차충전소,"경기 용인시 기흥구 동백2로 108 1층 주차장 휴게실 앞, 지하1층 101동 1-2라인",6,24,1,6,3,6,3,3,0,0,0,,3,3,0,0,127.1583776,37.27320536
470,470,교동마을필그린아파트 전기차충전소,"경기 용인시 기흥구 마북로 139 P1 B2 101동 1,2라인 / P1 B2 101동 3,4라인 / P3,P5 B1 / P2,P3,P5,P6 B2/ P6 B3",18,24,1,18,3.6,2.25,0,0,0,0,0,,0,0,3,1.058823529,127.1202395,37.30276013
471,471,광교푸르지오시티2단지 전기차충전소,경기 용인시 수지구 광교중앙로296번길 22 지하3층주차장,3,24,1,3,0,0,0,0,0,0,1,,0,0,0,0,127.0703286,37.29767855
472,472,KB증권연수원 전기차충전소,경기 용인시 기흥구 마북로240번길 17,5,24,1,5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,,2.5,2.5,2.5,2.5,127.1348434,37.30982761
473,473,광교마을45단지3 전기차충전소,경기 용인시 수지구 광교마을로 11,3,24,1,3,2,2,2,1,1,1,0,,0,0,3,3,127.0634898,37.29807834
474,474,만현마을롯데캐슬3 전기차충전소,경기 용인시 수지구 만현로 25,4,24,1,4,0,1,1,0,0,0,0,0,0,0,2,3,127.0900731,37.31121783
475,475,녹원마을새천년그린빌4단지-2 전기차충전소,경기 용인시 기흥구 새천년로 38,2,9,1,2,1,0,0,0,0,0,0,0,0,0,1,2,127.113492,37.28907933
476,476,흥덕마을14단지호반베르디움 전기차충전소,경기 용인시 기흥구 흥덕3로 60,5,24,1,5,1,0,1,1.25,1.25,1,0,0,0,0,1,0,127.0828686,37.27366019
477,477,동백동원로얄듀크 P2주차장 전기차충전소,경기 용인시 기흥구 동백죽전대로 455-17,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,127.1484111,37.27979793
479,479,신봉엘지자이1차 전기차충전소,경기 용인시 수지구 신봉2로 26 지하1층 18,6,24,1,4,2,2,2,2,2,2,2,2,2,2,2,2,127.0776994,37.32544555
480,480,동백중앙프라자상가 전기차충전소,경기 용인시 기흥구 동백7로 83,5,24,1,5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,2.5,127.1603956,37.28168512
481,481,용인흥덕34단지아파트관리사무소,경기 용인시 기흥구 흥덕2로 80,6,24,1,6,3,3,3,3,3,3,3,3,3,3,3,3,127.0746405,37.27482702
482,482,그대가크레던스아파트 전기차충전소,경기 용인시 기흥구 어정로 62-28,10,24,1,10,4,4,4,4,1,1,0,1,0,0,2,2,127.135602,37.26787641
483,483,지석마을진흥더루벤스1단지_1 전기차충전소,경기 용인시 기흥구 중부대로746번길 20,2,24,1,2,1,1,1,1,0,0,0,0,0,0,0,0,127.1367817,37.26061924
484,484,경기도 용인시 기흥구 동백중앙로54번길 6-37,경기 용인시 기흥구 동백중앙로54번길 6-37,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.163192,37.26150962
485,485,경기용인 신봉동부센트레빌6단지 606동,경기 용인시 수지구 신봉1로 216,3,24,1,3,1,1,1,0,1,1,1,0,0,0,0,1,127.0649217,37.33318203
486,486,기흥SK아펠바움콘도미니엄 전기차충전소,경기 용인시 기흥구 기흥단지로 394,3,24,1,3,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,1.5,127.1331254,37.21756578
487,487,벽산첼시빌2차아파트4 전기차충전소,경기 용인시 수지구 성복1로 107,2,24,1,2,1,1,1,0,0,0,0,0,0,0,0,1,127.0653837,37.31472754
488,488,상록데시앙 103동 전기차충전소,경기 용인시 기흥구 보정로 26,2,24,1,2,2,2,2,1,0,0,0,0,0,0,0,1,127.1106514,37.31344297
489,489,쥬네브문월드 전기차충전소,경기 용인시 기흥구 동백5로 22,6,24,1,6,0,0,0,0,0,1.5,0,0,0,0,0,0,127.1512771,37.27585694
490,490,분당수지유타워 전기차충전소,경기 용인시 수지구 동천동 899 B4전기실앞,15,24,1,15,4,4,4,4,3,2,1,2,9,9,2,1,127.1016828,37.33821526
491,491,성동마을LG빌리지6차아파트3 전기차충전소,경기 용인시 수지구 성복2로 158,3,24,1,3,0,0,0,0,0,0,0,0,0,0,1,0,127.0708408,37.31913154
492,492,양현마을신안풍림아파트 전기차충전소,경기 용인시 기흥구 산양로 17,4,24,1,4,2,2,2,2,2,2,2,2,2,2,2,2,127.1064469,37.28487054
493,493,기흥써니밸리아파트 전기차충전소,경기 용인시 기흥구 고매로 16,0,9,1,1,0,0,0,0,0,0,0,0,0,0,0,0,127.1109578,37.23120688
494,494,용인 보뜨랑마을벽산블루밍아파트,경기 용인시 수지구 신수로783번길 50,0,24,1,1,1,1,1,1,0,1,1,1,0,0,0,0,127.098796,37.34254436
495,495,용인 성원상떼빌 1-3주차장 전기차충전소,경기 용인시 수지구 진산로 24,3,24,1,3,2,2,2,2,0,0,0,0,0,0,0,0,127.0927926,37.3141395
496,496,꽃메마을극동스타클래스 전기차충전소,경기 용인시 수지구 죽전로 116,3,24,1,3,0,0,0,0,0,0,0,0,0,0,0,0,127.1218478,37.32290021
497,497,수지금호베스트빌디에듀2주차장 전기차충전소,경기 용인시 수지구 상현로 59,2,24,1,2,1,1,0,0,0,0,0,0,1,1,0,0,127.0790725,37.30545087
498,498,도담마을우미이노스빌1차 전기차충전소,경기 용인시 수지구 푸른솔로 88 P1 21,0,24,1,1,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,127.1198924,37.32591697
499,499,구성역 효성해링턴플레이스 전기차충전소,"경기 용인시 기흥구 구성로53번길 20 지하1층 A17,A19",2,24,1,2,1,1,1,1,1,1,1,1,1,1,1,1,127.1159907,37.29672247
